Wavelength, W/m2 
778.037, 0.0189 
778.361, 0.0188 
778.685, 0.0190 
779.009, 0.0194 
779.333, 0.0201 
779.657, 0.0193 
779.98, 0.0195 
780.304, 0.0183 
780.627, 0.0197 
780.951, 0.0234 
781.274, 0.0182 
781.598, 0.0182 
781.921, 0.0184 
782.245, 0.0225 
782.568, 0.0203 
782.891, 0.0182 
783.214, 0.0217 
783.537, 0.0191 
783.861, 0.0208 
784.184, 0.0249 
784.506, 0.0186 
784.829, 0.0156 
785.152, 0.0220 
785.475, 0.0209 
785.798, 0.0182 
786.12, 0.0217 
786.443, 0.0223 
786.766, 0.0200 
787.088, 0.0243 
787.411, 0.0193 
787.733, 0.0213 
788.056, 0.0226 
788.378, 0.0200 
788.7, 0.0214 
789.022, 0.0215 
789.345, 0.0221 
789.667, 0.0186 
789.989, 0.0217 
790.311, 0.0200 
790.633, 0.0219 
790.955, 0.0214 
791.276, 0.0213 
791.598, 0.0251 
